"Municípios, cluster, categoria, classe ABC e UF - BR todos",,,,,,
Tabela em formato longo: cada linha corresponde a um município classificado no universo analisado.,,,,,,
,,,,,,
Cluster,Código do município,Município,UF,Categoria,Classe ABC,Domicílios CNEFE
2,5220264,São Miguel do Passa Quatro (GO),GO,demais municipios,C,3099
2,5220280,São Patrício (GO),GO,demais municipios,C,1659
2,5220405,São Simão (GO),GO,demais municipios,C,10128
2,5220702,Sítio d'Abadia (GO),GO,demais municipios,C,2508
2,5221007,Taquaral de Goiás (GO),GO,demais municipios,C,2844
2,5221080,Teresina de Goiás (GO),GO,demais municipios,C,1720
2,5221197,Terezópolis de Goiás (GO),GO,demais municipios,C,4467
2,5221452,Trombas (GO),GO,demais municipios,C,2522
2,5221304,Três Ranchos (GO),GO,demais municipios,C,3324
2,5221551,Turvelândia (GO),GO,demais municipios,C,3013
2,5221502,Turvânia (GO),GO,demais municipios,C,3103
2,5221577,Uirapuru (GO),GO,demais municipios,C,2187
2,5221700,Uruana (GO),GO,demais municipios,C,8804
2,5221809,Urutaí (GO),GO,demais municipios,C,3067
2,5221908,Varjão (GO),GO,demais municipios,C,3276
2,5222005,Vianópolis (GO),GO,demais municipios,C,8861
2,5222054,Vicentinópolis (GO),GO,demais municipios,C,4885
2,5222203,Vila Boa (GO),GO,demais municipios,C,2500
2,5222302,Vila Propício (GO),GO,demais municipios,C,4852
2,5200175,Água Fria de Goiás (GO),GO,demais municipios,C,4104
2,5200209,Água Limpa (GO),GO,demais municipios,C,1730
2,2100501,Alto Parnaíba (MA),MA,demais municipios,C,6027
2,2102804,Carolina (MA),MA,demais municipios,B,13225
2,2109502,Riachão (MA),MA,demais municipios,B,13824
2,2112001,Tasso Fragoso (MA),MA,demais municipios,C,4516
2,3100104,Abadia dos Dourados (MG),MG,demais municipios,C,5412
2,3103504,Araguari (MG),MG,demais municipios,A,67993
2,3103751,Araporã (MG),MG,demais municipios,C,4245
2,3104502,Arinos (MG),MG,demais municipios,B,11903
2,3108206,Bonfinópolis de Minas (MG),MG,demais municipios,C,4352
2,3108255,Bonito de Minas (MG),MG,demais municipios,C,7143
2,3108552,Brasilândia de Minas (MG),MG,demais municipios,C,8709
2,3108602,Brasília de Minas (MG),MG,demais municipios,A,20667
2,3109303,Buritis (MG),MG,demais municipios,B,16248
2,3109402,Buritizeiro (MG),MG,demais municipios,B,14245
2,3109451,Cabeceira Grande (MG),MG,demais municipios,C,5129
2,3109808,Cachoeira Dourada (MG),MG,demais municipios,C,1614
2,3111101,Campina Verde (MG),MG,demais municipios,B,14639
2,3111150,Campo Azul (MG),MG,demais municipios,C,2634
2,3111408,Campo Florido (MG),MG,demais municipios,C,4849
2,3111804,Canápolis (MG),MG,demais municipios,C,6159
2,3112604,Capinópolis (MG),MG,demais municipios,C,8213
2,3114550,Carneirinho (MG),MG,demais municipios,C,6833
2,3115003,Cascalho Rico (MG),MG,demais municipios,C,2362
2,3115805,Centralina (MG),MG,demais municipios,C,5437
2,3116159,Chapada Gaúcha (MG),MG,demais municipios,C,7069
2,3116506,Claro dos Poções (MG),MG,demais municipios,C,6753
2,3116902,Comendador Gomes (MG),MG,demais municipios,C,2354
2,3118809,Coração de Jesus (MG),MG,demais municipios,B,19908
2,3119302,Coromandel (MG),MG,demais municipios,A,20087
2,3117836,Cônego Marinho (MG),MG,demais municipios,C,5335
2,3122470,Dom Bosco (MG),MG,demais municipios,C,2708
2,3123502,Douradoquara (MG),MG,demais municipios,C,1570
2,3124807,Estrela do Sul (MG),MG,demais municipios,C,5228
2,3126208,Formoso (MG),MG,demais municipios,C,5701
2,3127008,Fronteira (MG),MG,demais municipios,C,9325
2,3127909,Grupiara (MG),MG,demais municipios,C,1033
2,3128600,Guarda-Mor (MG),MG,demais municipios,C,5150
2,3128907,Guimarânia (MG),MG,demais municipios,C,4636
2,3129103,Gurinhatã (MG),MG,demais municipios,C,5652
2,3129608,Ibiaí (MG),MG,demais municipios,C,4370
2,3129657,Ibiracatu (MG),MG,demais municipios,C,3648
2,3130051,Icaraí de Minas (MG),MG,demais municipios,C,6527
2,3130705,Indianópolis (MG),MG,demais municipios,C,4617
2,3131406,Ipiaçu (MG),MG,demais municipios,C,2538
2,3131604,Iraí de Minas (MG),MG,demais municipios,C,4848
2,3132107,Itacarambi (MG),MG,demais municipios,C,9095
2,3133402,Itapagipe (MG),MG,demais municipios,C,9133
2,3135357,Japonvar (MG),MG,demais municipios,C,6396
2,3135605,Jequitaí (MG),MG,demais municipios,C,5077
2,3136306,João Pinheiro (MG),MG,demais municipios,A,28265
2,3136959,Juvenília (MG),MG,demais municipios,C,4433
2,3137106,Lagamar (MG),MG,demais municipios,C,5663
2,3137536,Lagoa Grande (MG),MG,demais municipios,C,5561
2,3137304,Lagoa dos Patos (MG),MG,demais municipios,C,2685
2,3138104,Lassance (MG),MG,demais municipios,C,4752
2,3138625,Limeira do Oeste (MG),MG,demais municipios,C,5426
2,3138658,Lontra (MG),MG,demais municipios,C,6175
2,3138682,Luislândia (MG),MG,demais municipios,C,4110
2,3139300,Manga (MG),MG,demais municipios,C,10838
2,3142007,Mirabela (MG),MG,demais municipios,C,8971
2,3142254,Miravânia (MG),MG,demais municipios,C,2885
2,3142700,Montalvânia (MG),MG,demais municipios,C,9236
2,3142809,Monte Alegre de Minas (MG),MG,demais municipios,B,14628
2,3144375,Natalândia (MG),MG,demais municipios,C,2256
2,3147006,Paracatu (MG),MG,demais municipios,A,49005
2,3147956,Patis (MG),MG,demais municipios,C,3765
2,3149150,Pedras de Maria da Cruz (MG),MG,demais municipios,C,7886
2,3149200,Pedrinópolis (MG),MG,demais municipios,C,2452
2,3150570,Pintópolis (MG),MG,demais municipios,C,4577
2,3152131,Ponto Chique (MG),MG,demais municipios,C,2662
2,3152808,Prata (MG),MG,demais municipios,B,19127
2,3153400,Presidente Olegário (MG),MG,demais municipios,B,14851
2,3154457,Riachinho (MG),MG,demais municipios,C,5138
2,3156403,Romaria (MG),MG,demais municipios,C,2401
2,3157609,Santa Fé de Minas (MG),MG,demais municipios,C,3015
2,3159803,Santa Vitória (MG),MG,demais municipios,B,14215
2,3161304,São Francisco de Sales (MG),MG,demais municipios,C,3933
2,3161700,São Gonçalo do Abaeté (MG),MG,demais municipios,C,5639
2,3162252,São João da Lagoa (MG),MG,demais municipios,C,4819
2,3162401,São João da Ponte (MG),MG,demais municipios,B,15992
2,3162450,São João das Missões (MG),MG,demais municipios,C,6340
2,3162658,São João do Pacuí (MG),MG,demais municipios,C,3191
2,3164209,São Romão (MG),MG,demais municipios,C,5118
2,3169604,Tupaciguara (MG),MG,demais municipios,B,15610
2,3170008,Ubaí (MG),MG,demais municipios,C,7513
2,3170438,União de Minas (MG),MG,demais municipios,C,2989
2,3170479,Uruana de Minas (MG),MG,demais municipios,C,2563
2,3170529,Urucuia (MG),MG,demais municipios,C,6956
2,3170750,Varjão de Minas (MG),MG,demais municipios,C,4077
2,3170909,Varzelândia (MG),MG,demais municipios,B,12554
2,3171006,Vazante (MG),MG,demais municipios,B,12742
2,3171105,Veríssimo (MG),MG,demais municipios,C,3072
2,3170800,Várzea da Palma (MG),MG,demais municipios,B,19968
2,5000252,Alcinópolis (MS),MS,demais municipios,C,3653
2,5000708,Anastácio (MS),MS,demais municipios,B,13548
2,5000807,Anaurilândia (MS),MS,demais municipios,C,5921
2,5000856,Angélica (MS),MS,demais municipios,C,6489
2,5000906,Antônio João (MS),MS,demais municipios,C,5113
2,5001003,Aparecida do Taboado (MS),MS,demais municipios,B,16582
2,5001243,Aral Moreira (MS),MS,demais municipios,C,5705
2,5001508,Bandeirantes (MS),MS,demais municipios,C,5915
2,5001904,Bataguassu (MS),MS,demais municipios,B,13488
2,5002001,Batayporã (MS),MS,demais municipios,C,6208
2,5002100,Bela Vista (MS),MS,demais municipios,B,11929
2,5002159,Bodoquena (MS),MS,demais municipios,C,5712
2,5002209,Bonito (MS),MS,demais municipios,B,14803
2,5002308,Brasilândia (MS),MS,demais municipios,C,9001
2,5002407,Caarapó (MS),MS,demais municipios,B,14830
2,5002605,Camapuã (MS),MS,demais municipios,C,9437
2,5002803,Caracol (MS),MS,demais municipios,C,3348
2,5002902,Cassilândia (MS),MS,demais municipios,B,13518
2,5002951,Chapadão do Sul (MS),MS,demais municipios,B,16098
2,5003108,Corguinho (MS),MS,demais municipios,C,4545
2,5003157,Coronel Sapucaia (MS),MS,demais municipios,C,6354
2,5003256,Costa Rica (MS),MS,demais municipios,B,14102
2,5003454,Deodápolis (MS),MS,demais municipios,C,8380
2,5003488,Dois Irmãos do Buriti (MS),MS,demais municipios,C,6799
2,5003504,Douradina (MS),MS,demais municipios,C,3069
2,5003751,Eldorado (MS),MS,demais municipios,C,6419
2,5003900,Figueirão (MS),MS,demais municipios,C,2618
2,5003801,Fátima do Sul (MS),MS,demais municipios,B,11897
2,5004007,Glória de Dourados (MS),MS,demais municipios,C,7058
2,5004106,Guia Lopes da Laguna (MS),MS,demais municipios,C,6468
2,5004304,Iguatemi (MS),MS,demais municipios,C,8434
2,5004403,Inocência (MS),MS,demais municipios,C,6034
2,5004502,Itaporã (MS),MS,demais municipios,C,11696
2,5004601,Itaquiraí (MS),MS,demais municipios,B,12783
2,5004700,Ivinhema (MS),MS,demais municipios,B,15862
2,5004809,Japorã (MS),MS,demais municipios,C,4550
2,5004908,Jaraguari (MS),MS,demais municipios,C,6509
2,5005103,Jateí (MS),MS,demais municipios,C,2738
2,5005152,Juti (MS),MS,demais municipios,C,3963
2,5005202,Ladário (MS),MS,demais municipios,C,8333
2,5005251,Laguna Carapã (MS),MS,demais municipios,C,3643
2,5005400,Maracaju (MS),MS,demais municipios,A,21603
2,5005608,Miranda (MS),MS,demais municipios,B,12326
2,5005681,Mundo Novo (MS),MS,demais municipios,C,10812
2,5005806,Nioaque (MS),MS,demais municipios,C,9267
2,5006002,Nova Alvorada do Sul (MS),MS,demais municipios,B,13024
2,5006259,Novo Horizonte do Sul (MS),MS,demais municipios,C,3293
2,5006358,Paranhos (MS),MS,demais municipios,C,5351
2,5006275,Paraíso das Águas (MS),MS,demais municipios,C,4077
2,5006408,Pedro Gomes (MS),MS,demais municipios,C,5187
2,5006903,Porto Murtinho (MS),MS,demais municipios,C,7115
2,5007109,Ribas do Rio Pardo (MS),MS,demais municipios,B,14431
2,5007208,Rio Brilhante (MS),MS,demais municipios,B,19248
2,5007307,Rio Negro (MS),MS,demais municipios,C,3758
2,5007406,Rio Verde de Mato Grosso (MS),MS,demais municipios,B,12672
2,5007505,Rochedo (MS),MS,demais municipios,C,3846
2,5007554,Santa Rita do Pardo (MS),MS,demais municipios,C,6203
2,5007802,Selvíria (MS),MS,demais municipios,C,4909
2,5007703,Sete Quedas (MS),MS,demais municipios,C,5039
2,5007901,Sidrolândia (MS),MS,demais municipios,A,29305
2,5007935,Sonora (MS),MS,demais municipios,C,8285
2,5007695,São Gabriel do Oeste (MS),MS,demais municipios,B,15536
2,5007950,Tacuru (MS),MS,demais municipios,C,5047
2,5007976,Taquarussu (MS),MS,demais municipios,C,2666
2,5008404,Vicentina (MS),MS,demais municipios,C,4083
2,5000203,Água Clara (MS),MS,demais municipios,C,9321
2,5100102,Acorizal (MT),MT,demais municipios,C,3756
2,5100300,Alto Araguaia (MT),MT,demais municipios,C,9864
2,5100359,Alto Boa Vista (MT),MT,demais municipios,C,2902
2,5100409,Alto Garças (MT),MT,demais municipios,C,6534
2,5100508,Alto Paraguai (MT),MT,demais municipios,C,4965
2,5100607,Alto Taquari (MT),MT,demais municipios,C,5158
2,5100805,Apiacás (MT),MT,demais municipios,C,5046
2,5101001,Araguaiana (MT),MT,demais municipios,C,3388
2,5101209,Araguainha (MT),MT,demais municipios,C,798
2,5101258,Araputanga (MT),MT,demais municipios,C,8530
2,5101308,Arenápolis (MT),MT,demais municipios,C,5893
2,5101407,Aripuanã (MT),MT,demais municipios,B,14882
2,5101704,Barra do Bugres (MT),MT,demais municipios,B,15968
2,5101605,Barão de Melgaço (MT),MT,demais municipios,C,6639
2,5101852,Bom Jesus do Araguaia (MT),MT,demais municipios,C,5458
2,5101902,Brasnorte (MT),MT,demais municipios,C,9944
2,5102603,Campinápolis (MT),MT,demais municipios,C,6090
2,5102694,Canabrava do Norte (MT),MT,demais municipios,C,3075
2,5102702,Canarana (MT),MT,demais municipios,B,13148
2,5102793,Carlinda (MT),MT,demais municipios,C,7625
2,5102850,Castanheira (MT),MT,demais municipios,C,5819
2,5103007,Chapada dos Guimarães (MT),MT,demais municipios,B,16552
2,5103056,Cláudia (MT),MT,demais municipios,C,6120
2,5103106,Cocalinho (MT),MT,demais municipios,C,5273
2,5103254,Colniza (MT),MT,demais municipios,B,17569
2,5103205,Colíder (MT),MT,demais municipios,B,18455
2,5103304,Comodoro (MT),MT,demais municipios,B,11921
2,5103361,Conquista D'Oeste (MT),MT,demais municipios,C,2363
2,5103379,Cotriguaçu (MT),MT,demais municipios,C,8649
2,5103437,Curvelândia (MT),MT,demais municipios,C,3342
2,5103452,Denise (MT),MT,demais municipios,C,3897
2,5103601,Dom Aquino (MT),MT,demais municipios,C,5513
2,5103700,Feliz Natal (MT),MT,demais municipios,C,5430
2,5103809,Figueirópolis D'Oeste (MT),MT,demais municipios,C,2638
2,5103858,Gaúcha do Norte (MT),MT,demais municipios,C,4804
2,5103908,General Carneiro (MT),MT,demais municipios,C,3833
2,5103957,Glória D'Oeste (MT),MT,demais municipios,C,2603
2,5104104,Guarantã do Norte (MT),MT,demais municipios,B,17781
2,5104203,Guiratinga (MT),MT,demais municipios,C,7737
2,5104500,Indiavaí (MT),MT,demais municipios,C,1423
2,5104526,Ipiranga do Norte (MT),MT,demais municipios,C,3931
2,5104542,Itanhangá (MT),MT,demais municipios,C,4517
2,5104559,Itaúba (MT),MT,demais municipios,C,2973
2,5104609,Itiquira (MT),MT,demais municipios,C,8176
2,5104906,Jangada (MT),MT,demais municipios,C,3895
2,5105002,Jauru (MT),MT,demais municipios,C,6071
2,5105176,Juruena (MT),MT,demais municipios,C,6279
2,5105200,Juscimeira (MT),MT,demais municipios,C,8749
2,5105234,Lambari D'Oeste (MT),MT,demais municipios,C,3097
2,5105309,Luciara (MT),MT,demais municipios,C,1584
2,5105580,Marcelândia (MT),MT,demais municipios,C,7586
2,5105606,Matupá (MT),MT,demais municipios,C,10419
2,5105903,Nobres (MT),MT,demais municipios,C,8875
2,5106000,Nortelândia (MT),MT,demais municipios,C,3754
2,5106109,Nossa Senhora do Livramento (MT),MT,demais municipios,C,10845
2,5106158,Nova Bandeirantes (MT),MT,demais municipios,C,10073
2,5106208,Nova Brasilândia (MT),MT,demais municipios,C,3129
2,5106216,Nova Canaã do Norte (MT),MT,demais municipios,C,8402
2,5108808,Nova Guarita (MT),MT,demais municipios,C,3019
2,5106182,Nova Lacerda (MT),MT,demais municipios,C,4600
2,5108857,Nova Marilândia (MT),MT,demais municipios,C,2317
2,5108907,Nova Maringá (MT),MT,demais municipios,C,3462
2,5108956,Nova Monte Verde (MT),MT,demais municipios,C,6177
2,5106174,Nova Nazaré (MT),MT,demais municipios,C,2112
2,5106232,Nova Olímpia (MT),MT,demais municipios,C,8078
2,5106190,Nova Santa Helena (MT),MT,demais municipios,C,2718
2,5106240,Nova Ubiratã (MT),MT,demais municipios,C,6849
2,5106257,Nova Xavantina (MT),MT,demais municipios,B,14705
2,5106273,Novo Horizonte do Norte (MT),MT,demais municipios,C,2829
2,5106265,Novo Mundo (MT),MT,demais municipios,C,5095
2,5106315,Novo Santo Antônio (MT),MT,demais municipios,C,1673
2,5106281,Novo São Joaquim (MT),MT,demais municipios,C,5422
2,5106307,Paranatinga (MT),MT,demais municipios,B,14604
2,5106299,Paranaíta (MT),MT,demais municipios,C,7983
2,5106372,Pedra Preta (MT),MT,demais municipios,B,12100
2,5106455,Planalto da Serra (MT),MT,demais municipios,C,2196
2,5106505,Poconé (MT),MT,demais municipios,B,17938
2,5106653,Pontal do Araguaia (MT),MT,demais municipios,C,4206
2,5106703,Ponte Branca (MT),MT,demais municipios,C,1465
2,5106778,Porto Alegre do Norte (MT),MT,demais municipios,C,6488
2,5106828,Porto Esperidião (MT),MT,demais municipios,C,7581
2,5106851,Porto Estrela (MT),MT,demais municipios,C,2484
2,5106802,Porto dos Gaúchos (MT),MT,demais municipios,C,3486
2,5107008,Poxoréu (MT),MT,demais municipios,B,14876
2,5107065,Querência (MT),MT,demais municipios,B,12533
2,5107156,Reserva do Cabaçal (MT),MT,demais municipios,C,1599
2,5107180,Ribeirão Cascalheira (MT),MT,demais municipios,C,6484
2,5107198,Ribeirãozinho (MT),MT,demais municipios,C,1660
2,5107206,Rio Branco (MT),MT,demais municipios,C,2943
2,5107578,Rondolândia (MT),MT,demais municipios,C,2393
2,5107701,Rosário Oeste (MT),MT,demais municipios,C,10260
2,5107750,Salto do Céu (MT),MT,demais municipios,C,3070
2,5107248,Santa Carmem (MT),MT,demais municipios,C,2876
2,5107743,Santa Cruz do Xingu (MT),MT,demais municipios,C,1678
2,5107768,Santa Rita do Trivelato (MT),MT,demais municipios,C,1709
2,5107776,Santa Terezinha (MT),MT,demais municipios,C,4939
2,5107263,Santo Afonso (MT),MT,demais municipios,C,2034
2,5107792,Santo Antônio do Leste (MT),MT,demais municipios,C,2150
2,5107883,Serra Nova Dourada (MT),MT,demais municipios,C,1570
2,5107859,São Félix do Araguaia (MT),MT,demais municipios,C,7840
2,5107297,São José do Povo (MT),MT,demais municipios,C,2561
2,5107305,São José do Rio Claro (MT),MT,demais municipios,C,8237
2,5107354,São José do Xingu (MT),MT,demais municipios,C,3659
2,5107107,São José dos Quatro Marcos (MT),MT,demais municipios,C,11518
2,5107404,São Pedro da Cipa (MT),MT,demais municipios,C,2490
2,5107941,Tabaporã (MT),MT,demais municipios,C,6176
2,5108055,Terra Nova do Norte (MT),MT,demais municipios,C,7265
2,5108105,Tesouro (MT),MT,demais municipios,C,2560
2,5108204,Torixoréu (MT),MT,demais municipios,C,3278
2,5108303,União do Sul (MT),MT,demais municipios,C,2427
2,5108352,Vale de São Domingos (MT),MT,demais municipios,C,2237
2,5108501,Vera (MT),MT,demais municipios,C,6488
2,5105507,Vila Bela da Santíssima Trindade (MT),MT,demais municipios,B,11714
2,5108600,Vila Rica (MT),MT,demais municipios,B,12077
2,1501006,Aveiro (PA),PA,demais municipios,C,8592
2,1501253,Bannach (PA),PA,demais municipios,C,2679
2,1501451,Belterra (PA),PA,demais municipios,C,9644
2,1502707,Conceição do Araguaia (PA),PA,demais municipios,A,27479
2,1502764,Cumaru do Norte (PA),PA,demais municipios,C,6963
2,1502772,Curionópolis (PA),PA,demais municipios,C,11228
2,1502855,Curuá (PA),PA,demais municipios,C,7010
2,1502954,Eldorado do Carajás (PA),PA,demais municipios,B,16495
2,1503002,Faro (PA),PA,demais municipios,C,3369
2,1503044,Floresta do Araguaia (PA),PA,demais municipios,B,12346
2,1503754,Jacareacanga (PA),PA,demais municipios,C,9834
2,1503903,Juruti (PA),PA,demais municipios,A,22120
2,1504752,Mojuí dos Campos (PA),PA,demais municipios,B,12674
2,1505031,Novo Progresso (PA),PA,demais municipios,B,18753
2,1505437,Ourilândia do Norte (PA),PA,demais municipios,B,17595
2,1505494,Palestina do Pará (PA),PA,demais municipios,C,3666
2,1505551,Pau D'Arco (PA),PA,demais municipios,C,4438
2,1505635,Piçarra (PA),PA,demais municipios,C,8443
2,1505650,Placas (PA),PA,demais municipios,B,12565
2,1506161,Rio Maria (PA),PA,demais municipios,C,11210
2,1506195,Rurópolis (PA),PA,demais municipios,B,17064
2,1506583,Santa Maria das Barreiras (PA),PA,demais municipios,B,11936
2,1506708,Santana do Araguaia (PA),PA,demais municipios,B,18547
2,1507755,Sapucaia (PA),PA,demais municipios,C,2803
2,1507151,São Domingos do Araguaia (PA),PA,demais municipios,C,11424
2,1507300,São Félix do Xingu (PA),PA,demais municipios,A,37821
2,1507458,São Geraldo do Araguaia (PA),PA,demais municipios,B,12743
2,1507508,São João do Araguaia (PA),PA,demais municipios,C,8007
2,1507979,Terra Santa (PA),PA,demais municipios,C,8867
2,1508050,Trairão (PA),PA,demais municipios,C,8160
2,1500347,Água Azul do Norte (PA),PA,demais municipios,C,9308
2,2200053,Acauã (PI),PI,demais municipios,C,5380
2,2200459,Alvorada do Gurguéia (PI),PI,demais municipios,C,2991
2,2200707,Anísio de Abreu (PI),PI,demais municipios,C,6249
2,2201101,Avelino Lopes (PI),PI,demais municipios,C,7516
2,2201150,Baixa Grande do Ribeiro (PI),PI,demais municipios,C,7526
2,2201309,Barreiras do Piauí (PI),PI,demais municipios,C,1973
2,2201556,Bela Vista do Piauí (PI),PI,demais municipios,C,2685
2,2201705,Bertolínia (PI),PI,demais municipios,C,2959
2,2201739,Betânia do Piauí (PI),PI,demais municipios,C,5149
2,2201929,Bonfim do Piauí (PI),PI,demais municipios,C,4265
2,2201988,Brejo do Piauí (PI),PI,demais municipios,C,3239
2,2202109,Campinas do Piauí (PI),PI,demais municipios,C,3552
2,2202117,Campo Alegre do Fidalgo (PI),PI,demais municipios,C,3861
2,2202455,Capitão Gervásio Oliveira (PI),PI,demais municipios,C,3151
2,2202505,Caracol (PI),PI,demais municipios,C,6200
2,2202752,Colônia do Gurguéia (PI),PI,demais municipios,C,3705
2,2202802,Conceição do Canindé (PI),PI,demais municipios,C,3621
2,2202851,Coronel José Dias (PI),PI,demais municipios,C,3542
2,2203008,Cristalândia do Piauí (PI),PI,demais municipios,C,4468
2,2203107,Cristino Castro (PI),PI,demais municipios,C,5793
2,2203206,Curimatá (PI),PI,demais municipios,C,8056
2,2203230,Currais (PI),PI,demais municipios,C,2725
2,2203354,Dirceu Arcoverde (PI),PI,demais municipios,C,5271
2,2203453,Dom Inocêncio (PI),PI,demais municipios,C,7544
2,2203602,Eliseu Martins (PI),PI,demais municipios,C,3217
2,2203750,Fartura do Piauí (PI),PI,demais municipios,C,3913
2,2203800,Flores do Piauí (PI),PI,demais municipios,C,3113
2,2204402,Gilbués (PI),PI,demais municipios,C,6440
2,2204550,Guaribas (PI),PI,demais municipios,C,2414
2,2205102,Itaueira (PI),PI,demais municipios,C,7026
2,2205151,Jacobina do Piauí (PI),PI,demais municipios,C,5557
2,2205359,João Costa (PI),PI,demais municipios,C,2404
2,2205532,Jurema (PI),PI,demais municipios,C,3252
2,2205524,Júlio Borges (PI),PI,demais municipios,C,4326
2,2205565,Lagoa do Barro do Piauí (PI),PI,demais municipios,C,3814
2,2205904,Manoel Emídio (PI),PI,demais municipios,C,3137
2,2206605,Monte Alegre do Piauí (PI),PI,demais municipios,C,6497
2,2206654,Morro Cabeça no Tempo (PI),PI,demais municipios,C,3043
2,2207959,Nova Santa Rita (PI),PI,demais municipios,C,2414
2,2207306,Paes Landim (PI),PI,demais municipios,C,2892
2,2207355,Pajeú do Piauí (PI),PI,demais municipios,C,2322
2,2207405,Palmeira do Piauí (PI),PI,demais municipios,C,3168
2,2207603,Parnaguá (PI),PI,demais municipios,C,5881
2,2207777,Patos do Piauí (PI),PI,demais municipios,C,5106
2,2207850,Pavussu (PI),PI,demais municipios,C,2803
2,2207934,Pedro Laurentino (PI),PI,demais municipios,C,1630
2,2208650,Queimada Nova (PI),PI,demais municipios,C,6451
2,2208700,Redenção do Gurguéia (PI),PI,demais municipios,C,4681
2,2208858,Riacho Frio (PI),PI,demais municipios,C,2665
2,2208874,Ribeira do Piauí (PI),PI,demais municipios,C,3113
2,2208908,Ribeiro Gonçalves (PI),PI,demais municipios,C,3692
2,2209005,Rio Grande do Piauí (PI),PI,demais municipios,C,4673
2,2209203,Santa Filomena (PI),PI,demais municipios,C,3381
2,2209302,Santa Luz (PI),PI,demais municipios,C,3434
2,2210623,Sebastião Barros (PI),PI,demais municipios,C,2231
2,2210904,Socorro do Piauí (PI),PI,demais municipios,C,2789
2,2209559,São Braz do Piauí (PI),PI,demais municipios,C,3131
2,2209658,São Francisco de Assis do Piauí (PI),PI,demais municipios,C,4133
2,2209757,São Gonçalo do Gurguéia (PI),PI,demais municipios,C,2213
2,2210359,São Lourenço do Piauí (PI),PI,demais municipios,C,3484
2,2210391,São Miguel do Fidalgo (PI),PI,demais municipios,C,1809
2,2210953,Tamboril do Piauí (PI),PI,demais municipios,C,2555
2,2211506,Vera Mendes (PI),PI,demais municipios,C,2539
2,2211357,Várzea Branca (PI),PI,demais municipios,C,3670
2,4128625,Alto Paraíso (PR),PR,demais municipios,C,2335
2,4100707,Alto Piquiri (PR),PR,demais municipios,C,5486
2,4100509,Altônia (PR),PR,demais municipios,B,11966
2,4100905,Amaporã (PR),PR,demais municipios,C,2790
2,4102000,Assis Chateaubriand (PR),PR,demais municipios,B,19780
2,4102752,Bela Vista da Caroba (PR),PR,demais municipios,C,2250
2,4103057,Boa Vista da Aparecida (PR),PR,demais municipios,C,6208
2,4103370,Brasilândia do Sul (PR),PR,demais municipios,C,2143
2,4103453,Cafelândia (PR),PR,demais municipios,C,9024
2,4103479,Cafezal do Sul (PR),PR,demais municipios,C,2938
2,4104501,Capanema (PR),PR,demais municipios,C,11404
2,4104600,Capitão Leônidas Marques (PR),PR,demais municipios,C,8789
2,4105607,Cidade Gaúcha (PR),PR,demais municipios,C,6144
2,4105300,Céu Azul (PR),PR,demais municipios,C,6216
2,4107157,Diamante D'Oeste (PR),PR,demais municipios,C,3149
2,4107108,Diamante do Norte (PR),PR,demais municipios,C,2889
2,4107256,Douradina (PR),PR,demais municipios,C,5147
2,4107538,Entre Rios do Oeste (PR),PR,demais municipios,C,2501
2,4107520,Esperança Nova (PR),PR,demais municipios,C,1532
2,4108205,Formosa do Oeste (PR),PR,demais municipios,C,4972
2,4108320,Francisco Alves (PR),PR,demais municipios,C,4556
2,4108908,Guairaçá (PR),PR,demais municipios,C,3634
2,4109104,Guaporema (PR),PR,demais municipios,C,1458
2,4108809,Guaíra (PR),PR,demais municipios,B,17407
2,4109906,Icaraíma (PR),PR,demais municipios,C,5793
2,4110607,Iporã (PR),PR,demais municipios,C,9467
2,4110656,Iracema do Oeste (PR),PR,demais municipios,C,1331
2,4110953,Itaipulândia (PR),PR,demais municipios,C,5917
2,4111308,Itaúna do Sul (PR),PR,demais municipios,C,2026
2,4111555,Ivaté (PR),PR,demais municipios,C,4316
2,4112751,Jesuítas (PR),PR,demais municipios,C,5624
2,4113452,Lindoeste (PR),PR,demais municipios,C,3487
2,4114708,Maria Helena (PR),PR,demais municipios,C,4094
2,4115002,Marilena (PR),PR,demais municipios,C,4992
2,4115101,Mariluz (PR),PR,demais municipios,C,5426
2,4115358,Maripá (PR),PR,demais municipios,C,4045
2,4115606,Matelândia (PR),PR,demais municipios,C,9303
2,4115853,Mercedes (PR),PR,demais municipios,C,3897
2,4115903,Mirador (PR),PR,demais municipios,C,1329
2,4116059,Missal (PR),PR,demais municipios,C,6879
2,4116703,Nova Aurora (PR),PR,demais municipios,C,7015
2,4117107,Nova Londrina (PR),PR,demais municipios,C,6691
2,4117206,Nova Olímpia (PR),PR,demais municipios,C,3432
2,4117255,Nova Prata do Iguaçu (PR),PR,demais municipios,C,6692
2,4117222,Nova Santa Rosa (PR),PR,demais municipios,C,5386
2,4117453,Ouro Verde do Oeste (PR),PR,demais municipios,C,4105
2,4117909,Palotina (PR),PR,demais municipios,B,19596
2,4118451,Pato Bragado (PR),PR,demais municipios,C,3321
2,4118857,Perobal (PR),PR,demais municipios,C,4408
2,4119707,Planaltina do Paraná (PR),PR,demais municipios,C,2383
2,4119806,Planalto (PR),PR,demais municipios,C,7582
2,4120200,Porto Rico (PR),PR,demais municipios,C,3862
2,4120358,Pranchita (PR),PR,demais municipios,C,3546
2,4118907,Pérola (PR),PR,demais municipios,C,7452
